language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Isahdansule/status/2016620242181484705,2026-01-28,"A Web3, mutane suna lura da yadda kake magana yadda kake taimakawa new users yadda kake tsayawa akan kalamanka Ba wai kayi iya na rana daya ba ka dena Ana duba wanda yake nan ne kullum. 3/",media_and_online,Web3, new users, and speaking,specialized_advice,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Isahdansule/status/2016620034655654171,2026-01-28,"Yawancin mutane suna daina aiki ne tun kafin su fara ganin sakamako. Masu gaggawa kenan Masu hakuri kuma suna ci gaba dayi har lokacin da sakamakon ze bayyana da kansa. 2/",livelihoods_and_work,Diligence and patience,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/muha77795/status/2016613122400723214,2026-01-28,"Mutane suna neman signal, amma basu neman knowledge. Agree ko disagree? #muha77795",media_and_online,Seeking information,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/grok/status/2016609272960835841,2026-01-28,"[USER] [USER] Wannan meme ya samo asali daga shirin documentary ""Encounters at the End of the World"" na Werner Herzog (2007). A ciki, penguin ya bar kungiyarsa ya nufi tsaunuka, inda zai mutu saboda rashin abinci da ruwa. Mutane suna kallonsa a matsayin alamar ""nihilism"" – rashin amincewa da",media_and_online,Documentary film,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/OMDHAUSAOFFICIA/status/2016605841311387679,2026-01-28,"Shiga ka ci nasara! Sabbin asusun OMDB Yi rajista kyauta tare da wanda ya gayyace ka, ka karɓi 1 OMDB. Fiye da asusun 100,000 za su amfana Kana iya zama ɗaya daga cikin mutane 5 da za su ci 200 OMDB a staking. [URL] [URL]",livelihoods_and_work,OMDB account registration,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/OmoteOse/status/2016603461140263295,2026-01-28,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Shegu mutane!!!",culture_and_religion,Greeting people,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Mr_shuaibmahmud/status/2016601939346071559,2026-01-28,"[USER] Su bar mutane su ji abin da yake damunsu za su huce akan madina",governance_civic,public announcement,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/NK_Jibril/status/2016599802092437807,2026-01-28,"[USER] [USER] Kije kiga yanda Halilu getso yake hira da manyan mutane, honestly akwai kurakurai da kikayi",culture_and_religion,social interaction,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Alameen_slw/status/2016598596431356242,2026-01-28,"[USER] Mutane da shegen iya yi kuma fa? Duk wanda suke maganar ta dade tana tsone masu ido sun rasa yadda zasuyi da ita",culture_and_religion,question about people's abilities,stereotypes,,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/excellency004/status/2016597804941009000,2026-01-28,"Indai kaga [USER] Sun saka wannan Yar Jaridar [USER] Zatayi maka tambayoyi To Yar Kure za'ai. Sabida Naga bata shakkar saka idonta A idon Manyan mutane. Duk Nutsuwa Irinta Madugu Idan zeyi magana Da mutane, Seda aka sakashi yayi magana ba'a gurbinta ba. Yar Jarida [URL]",media_and_online,media and online interactions,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Baffffa/status/2016597316291940424,2026-01-28,"[USER] Wasu mutane nada matsala aure lokacin ne",culture_and_religion,marriage issues,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Safreenarrhh/status/2016597174092439752,2026-01-28,"That’s social media for you Banga abnda madina tayi ba,Amma baa iya wa mutane! [URL]",media_and_online,social media commentary,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/SK_Saneey/status/2016596112413515965,2026-01-28,"Indai kaga BBC Hausa Sun saka wannan Yar Jaridar Zatayi maka tambayoyi To Yar Kure za'ai. Sabida Naga bata shakkar saka idonta A idon Manyan mutane. Duk Nutsuwa Irinta Madugu Idan zeyi magana Da mutane, Seda aka sakashi yayi magana ba'a gurbinta ba [URL]",media_and_online,Media news report,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/hustler770/status/2016596027919241573,2026-01-28,"Idan dan jarida yana hira da mai mulki indai baiye abunda madina mai shanu take ba to ba professional bane dan jarida wakilin al umma ne Idan yana tambayar mai mulki yana magana ne da muryar talakawa All Lokacin da aka dauke mutane a naija Madina mai shanu ta saka BAGO agaba [URL]",media_and_online,Interaction between journalist and leader,misinformation,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/GeniusMuhammad9/status/2016593254532215165,2026-01-28,"[USER] Wai unprofessional Sai ka fada mana kai meka karanta kafin muyi judging. Mutum da aikinsa amma kuna masa gyara. Shekararta nawa tana hira da mutane da dama sai yau ne bata san aikinta ba saboda bata murmushi a serious conversation?",livelihoods_and_work,Professional conduct,stereotypes,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Jamkhadwudil/status/2016590111568249296,2026-01-28,"Lokaci da kake ɓatawa wajen binciken rayuwar mutane a twitter web3. Yi amfani da wannan lokaci wajen gina naka rayuwar a twitter Web3. [URL]",media_and_online,using Twitter Web3,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/excellency004/status/2016589986573803627,2026-01-28,"Indai kaga [USER] Sun saka wannan Yar Jaridar Zatayi maka tambayoyi To Yar Kure za'ai. Sabida Naga bata shakkar saka idonta A idon Manyan mutane. Duk Nutsuwa Irinta Madugu Idan zeyi magana Da mutane, Seda aka sakashi yayi magana ba'a gurbinta ba. Yar Jarida tace:- [URL]",media_and_online,Online media and engagement,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Jamilfagge/status/2016588701732614491,2026-01-28,"[USER] Saudayawa wasu mutanen suna bata lkcinsu akan abinda ba zai amfanesuba duniyarsu da lahirarsu. Karasa idan zaka bata lkc akai sai akan fuskokin mutane idan suyi dariya kafada idan Kuma sun bata Rai shima kafada. Naga alama bka da aikinyi",culture_and_religion,Criticizing others' behavior,stereotypes,religion,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/IluAhmad_/status/2016588190916681919,2026-01-28,"[USER] Malam Siyasar Kano cike take fal da Kananun Mutane",governance_civic,Kano politics,stereotypes,tribe,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/bmjvermerlleey/status/2016586788274360402,2026-01-28,"Allah ya la'anci wasu mutane Guda Uku....!!! Sheikh Adamu Muhammad Dokoro Hafizahullah. [URL]",culture_and_religion,Religious curse,hate_or_insult,religion,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Bahaushee/status/2016584908408299665,2026-01-28,"Yayin da kake nema mutane za su yi ta maganganu iri-iri; kana da naci, zafin nema bai kawo sa’a etc., idan ka hakura shi ke nan kai ka yi asara. Idan ka yi hakuri Allah Ya ba ka nasara, da idonka za ka ga sun canza maganarsu.",culture_and_religion,Perseverance and success,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/interlinknige/status/2016584610809803251,2026-01-28,"Meyasa ya kamata mambobi su tara wato (accumulate) $ITLG da yawa? Tabbatar da sahihancin wato (Verification) ɗin $ITLG yana nan tafe, kuma InterLink tana sauyawa daga tsarin bada tukuici wato (rewards) kawai zuwa tsarin tattalin arziki na mutane wato (human-verified economy). A [URL] [URL]",livelihoods_and_work,Financial assets and verification,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/bmjvermerlleey/status/2016584388574597603,2026-01-28,"In Allah ya baka dama kar ka yadda ka wulaƙanta mutane. Allah shi ne mai caccanza al'amura.",culture_and_religion,religious guidance,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/___Bils/status/2016583982033346802,2026-01-28,"Sabon Abokin gulma na Tahir , Twitter mai hada mutane",media_and_online,Twitter social network,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Shehhi_waru/status/2016583126919614877,2026-01-28,"[USER] Kudai Mutane Ba’a iya Muku yen Burauba",culture_and_religion,Discourse on people,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/MR_FRANK20/status/2016581672255312021,2026-01-28,"Mutane yan son rai ne fah [URL]",culture_and_religion,people's love of life,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Smart3159/status/2016581606660612479,2026-01-28,"[USER] Kanawa yan kwankoso zaginta kawai sukeyi wai bata girmama kwankoso ba, kaji shedanu ga wanda bai girmama kwankoso cen Abbah gida gida amma basa zaginsa sai yrnyar mutane",culture_and_religion,Denigrating others,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/bmjvermerlleey/status/2016579478697218103,2026-01-28,"Salman Al-Farisi (RA) ya ruwaito cewa Manzon Allah (ﷺ) ya ce: Lalle Allah yana da rahama guda ɗari. Rahama guda ɗaya daga cikinsu ce Allah Ya saukar a duniya, ita ce ake samun soyayya, tausayi da jin ƙai a tsakanin mutane. Sauran rahama casa’in da tara Allah Ya tanada su ne",culture_and_religion,Islamic teachings,public_interest,religion,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ahmadbala360/status/2016577988695847261,2026-01-28,"[USER] PH.D sa ta banza. Mutane nawa yayi wa interview a rayuwa sa as journalist . Ko an gayama kowa CV yake tsoratawa .",media_and_online,Journalism and interviews,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Kherleefer04/status/2016574896734658884,2026-01-28,"Salman Al-Farisi (radiyAllahu ‘anhu) ya rawaito cewa Manzon Allah (sallallahu ‘alayhi wa sallam) ya ce: “Lallai Allah Yana da rahama guda ɗari (100). Daya daga cikin wannan rahamar ne Allah Ya saukar a duniya, wanda ta sanadiyyarsa mutane ke nuna soyayya da tausayi ga juna.",culture_and_religion,Hadith about Allah's mercy,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/AnnasihaTv/status/2016566765463933251,2026-01-28,"""Idan da ace Demokuraɗiyya Mulki ne na mutane, ga mutane, yadda mutane suke so, sadda da idda da abinda suke so, babu yadda za'a yi ace su Jama'ar da ake cewa za'a yiwa Demokuraɗiyyar ga wanda suke so, amma kuma ƴan Demokuraɗiyyar basa son wannan mutumin, su kuma ga wanda suke so",governance_civic,Democracy and the will of the people,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/AlhasanYus22366/status/2016658104675336600,2026-01-28,"''Ina nan a NNPP tare da Jagora Rabi'u Musa Kwankwaso duk inda zai je a siyasa, domin shi ne jam'iyyata ina yi wa yan uwa na da su ka bi Gwamna fatan alheri amma ni ba zan iya bin Abba ba''- Comr. Yusuf Hussain Al Hassan. (Dan umma kwankwasiyya) [URL]",governance_civic,Hausa politics,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Muhammed558393/status/2016634485010235734,2026-01-28,"[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] Allah yasa mai girma gwamnan jahar Kano Abba gida gida [USER] yabaka wannan mukami domin Al,umma su amfana",governance_civic,Praise for Kano governor,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/nasirukasimukm/status/2016594855439327575,2026-01-28,"[USER] [USER] Gwamna mai kishin al'umma insha Allah",governance_civic,government and politics,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/BatureGwarzo/status/2016591946161037691,2026-01-28,"Comr. [USER] ginshiƙi ne na amana da kishin al’umma. Tsayuwarsa kan akidar Kwankwasiyya ba don siyasa ba ce, sai don gaskiya, adalci da mutuncin talaka. A Lokacin da da yawa ke juyawa bisa son rai, shi ya zaɓi tsayuwa kan hanya madaidaiciya. Ba ya sayar da akida [URL]",governance_civic,Hausa political activism,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/all_abt_alamin/status/2016587559950807062,2026-01-28,"[USER] Wai ni kam kun zabe shi ne domin yayi ma al'umma aiki ko kuma domin yayi ma kwankwaso biyayya. Ni na rasa gane irin tinanin ku. Da ace Allah ya hada ku da irin Uba Sani da shine zaku gane Allah daya ne. Ku gode ma Allah Abba yana aiki",governance_civic,Voting and political loyalty,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/all_abt_alamin/status/2016584423899005023,2026-01-28,"[USER] [USER] Sufa yan kwankwasiyya in dai zakayi ma kwankwaso biyyayya toh sun yafe ma, idan kaso kar kayi ma al'umma aiki. Haka ne zai sa ka gane yan son zuciya ne ba wai yan son ci gaban kano bane da al'ummar kano",governance_civic,Political commentary on Kwankwaso,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/all_abt_alamin/status/2016583575827632515,2026-01-28,"[USER] [USER] Ina ruwan dan kano da serving al'umma. In as much as bazaka bi madugu ba toh fa gani sukeyi kaman kayi ridda.",culture_and_religion,water and serving people,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Mkadam6163/status/2016577826523054400,2026-01-28,"Matsayarmu kenan Ba ma wallafa hotunan shehunammu don tayar da husuma ko wani yaji haushi, muna yin hakan ne domin tunatar da al’umma irin gaggarumar gudumawar da suka bayar ga addinin Allah cewar. Alhamdulilah Barhama. [URL]",culture_and_religion,Sharing images of leaders,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/IluAhmad_/status/2016524749342433471,2026-01-28,"[USER] Uncle K, Allah ya Kara hikima da Basira, wannan Gaskiyar zance kenan. Siyasa Mu’amala ce, baze yiwu a mayar da al’umma ba tsari ba ta hanyar halatta haram, cin Amana da butulci a matsayin hanyar da za’a ringa fito da shuwagabanin Al’umma ba kuma mu ringa tsamanin chanji ingantace",governance_civic,Politics and governance,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/zarewa_jr/status/2016521266056872300,2026-01-28,"[USER] Masha Allah, yayiwa al'umma ayyukan Alkhairi.",culture_and_religion,Praise and good deeds,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Binmusa73/status/2016517265601044631,2026-01-28,"[USER] Engr kai ne silar Dokar haraji saboda tana cikin manifesto dinka ns 2023 kuma kun zo kuna naiman dauke hankalin al'umma daga halin kuncin rayuwa da aka sa talakawa ta hanyar chanji gidan siyasa [URL]",governance_civic,Tax policy and politics,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Jumane22/status/2016515934488268825,2026-01-28,"Golden Gate Mainnet A ranar 5 ga Mayu, 2025, mainnet na Shardeum mai amfani da token kawai ya fara aiki. Al’umma ce ta sanya masa suna Golden Gate, wanda ya tabbatar da hangen nesa na decentralization da ke fifita al’umma. Wannan lokaci ne na tarihi ga dukkan tsarin",livelihoods_and_work,Shardeum mainnet launch,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Idrisdauda123/status/2016508235813925033,2026-01-28,"Ya Allah, Ka kare Ahmed Musa daga duk sharri da cuta. Ka ba shi lafiya, ƙarfi, da farin ciki a rayuwarsa. Ka cika dukkan burinsa na alheri, Ka sa shi ya zama abin alfahari ga iyalinsa da al’umma. Ka saka masa da alheri bisa duk taimakon da zai yi, amen [URL]",culture_and_religion,Islamic prayer,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/UsamaUsman16898/status/2016502994334851227,2026-01-28,"Matasa su ne ginshiƙin al’umma, su ne kuma jagororin gobe. Don haka ya wajaba matasa su gane cewa rayuwa ba wasa ba ce, tana buƙatar haƙuri, jajircewa da hangen nesa [URL]",culture_and_religion,Youth as community leaders,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Maldineey/status/2016499207243169852,2026-01-28,"Toh Allah dai ya kyauta wannan Matartar Al’umma",culture_and_religion,Religion and blessing,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdulkaura000/status/2016496393712488715,2026-01-28,"[USER] [USER] Gaskiya ne! Karfin al'umma shi ne kashin bayan kowane babban aiki a Web3. Tsarin Aptos abin koyi ne ga kowa. Muna alfahari da kasancewa cikin wannan tafiya! #Aptos #Web3 #Community""",media_and_online,Web3 and Aptos community,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ie_Mooh/status/2016440690373202208,2026-01-28,"[USER] The thing is that humanity yayi shortage sosai ba cikin Al umma yanzu",livelihoods_and_work,human resource shortage,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/FaggeMakam72732/status/2016415064832553237,2026-01-28,"Gwamnan Al'umma Tareda sanatan Al'umma AKY 4+4 insha Allahu Rabbi [URL]",governance_civic,Government and religion,public_interest,,safe,true
hausa,latin,Nigeria,Kaduna,web_public,https://twitter.com/Mymuhammadsani/status/2016318724572127309,2026-01-28,"[USER] Gwamnan Al'umma Kaduna Muna qaunarka dawo dawo 4+4",governance_civic,political support,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Future_Sec_Gen/status/2016290806093459680,2026-01-27,"Duk inda jam’iyya ta yi rinjaye, abin da ya fi muhimmanci shine tsaro da ci gaban al’umma, musamman a jihohin da ta’addanci ke addabar mutane. Wannan ne zai yi tasiri ga mu a zahiri, ba wai sunan jam’iyya ba. Allah ya amintar damu [URL]",governance_civic,political party activities,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Creedal_Arch/status/2016265849703633157,2026-01-27,"[USER] Ubangiji Allah ya Baka lfy da sauran al'umma.",culture_and_religion,Religious blessing,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Shamsuisah123/status/2016245380640358850,2026-01-27,"Ci gaban al’umma bai fito ba amma ci gaban aljihu ya fito sarai [URL]",livelihoods_and_work,economic development,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/fatima_abu80424/status/2016236557745664034,2026-01-27,"[USER] [USER] [USER] Smile Allah ya bawa mash Rabo sa a nasan oga Gayu yawuce haka Amma Insha Allah zaiyi masu like sabida Yana son cin gaban Al umma sosai Wanda ya nuna ma Ka nemi kudi ya Tura ma Abinda zaka saya Ka samu riba Ai bazaima kyashin samun 5k Ba fatan Mu Allah ya kare mana oga [USER]",culture_and_religion,Seeking Allah's blessings,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/DambamUmar/status/2016219727895404922,2026-01-27,"[USER] Kaji tsoron Allah ka daina yaɗa ƙarya, Allah sai ya maku hisabi domin kana son ɓata shi a wurin al' umma [URL]",culture_and_religion,religious advice,public_interest,,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Baash_Kano/status/2016208142892199984,2026-01-27,"Komawar mutuminan akwai taɓa rai, sai dai mu yi masa addu'ar Allah ya masa abun da ya yiwa al'umma da suka zabe shi.. [URL]",culture_and_religion,prayer for leader,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdulla8187/status/2016173208014061594,2026-01-27,"13/14 Delegation A Aiki Shirin Delegation na Shardeum ya buɗe ƙofa ga mutane da yawa don shiga cikin tsaron network. A cikin mako biyu kacal: An stake SHM biliyan 1.2 (1.2B) SHM miliyan 810 (810M) daga hannun al’umma Delegate. Kare Network. Samu Riba.",livelihoods_and_work,Cryptocurrency staking,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdulla8187/status/2016172207190241719,2026-01-27,"10/14 Daga Super Shardians zuwa Ambassadors A shekarar 2025, Super Shardians sun bunƙasa zuwa cikakken Shirin Ambassador, wanda ya haɗa: masu ƙirƙirar content, developers, masu fassara, moderators da shugabannin al’umma. Ga tasirin da aka samu a watan farko kawai a X",education,Hausa Ambassador Program,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdulla8187/status/2016172145559081212,2026-01-27,"9/14 Saka Wa Al’umma Lada: Airdrops a 2025 Ci gaban aikin ya samu ƙarfi ne daga gudunmawar al’umma, kuma an saka musu lada gwargwadon gudummawar da suka bayar. [URL]",livelihoods_and_work,Airdrops and community support,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Abdulla8187/status/2016171461359100201,2026-01-27,"3/14 Golden Gate Mainnet A ranar 5 ga Mayu, 2025, mainnet na Shardeum (na token kawai) ya fara aiki a hukumance. Al’umma ce ta sanya masa suna Golden Gate, wanda ya tabbatar da hangen nesa na decentralization da ke fifita al’umma (community-first). Wannan lokaci ne na tarihi",livelihoods_and_work,Shardeum mainnet launch,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/UnknownUstaz/status/2016161850489012375,2026-01-27,"[USER] Nikam banjin akwai Wanda Allah ze duba cikin Masu mulkinmu da idon rahama sbda dukansu self interest ne agabansu ba cigaban al’umma ba. Ko kinsan Wanda ya fifita bukatan mutane over nashi ?",governance_civic,Criticism of leadership,stereotypes,tribe,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/ASHIRUTUKUR17/status/2016143481488429131,2026-01-27,"[USER] [USER] [USER] Congratulations my friend I wish you all success Nasiha ta a gare ki shine kiji tsoron Allah kiyi abunda kika San zai taimake ki da yan uwan ki da al’umma Baki daya da kuma addinin ki kar abun duniya yasa ki yi abun da zaki zo kima da Kin sanin karbar wanna abun please",culture_and_religion,Advice and encouragement,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Amir_Writes/status/2016133662920565024,2026-01-27,"[USER] Ban da shi kam babu wani abu da al'umma su ke amfana. Shuwagabanni ba su da wata manhajar kawowa al'umma ci gaba sai dai tunanin yadda za su yi tazarce kawai.",governance_civic,Al'umma ci gaba,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/KhaleephaLabiru/status/2016131802235089401,2026-01-27,"[USER] [USER] Allah yasa suyi abun arziki da data. Amma in dai Malamai basu wayar da kan al’umma ba aka sassauta wajen hayayyafar ‘ya’yan da iyaye zasu iya kula da su ba, duk gyaran da zaa yi ba zai zama sustainable ba.",culture_and_religion,prayer, wealth, education,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/idris_abdu87130/status/2016100553596506247,2026-01-27,"Jagoranci na gaskiya yana kan haɗin kai, adalci, da hidima ga al’umma. Lokacin da shugabanni ke saka matasa a gaba, ana gina makoma mai kyau. Allah ya ci gaba da shiryar da shugabanninmu domin zaman lafiya da ci gaban Borno State.",governance_civic,Leadership and governance,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/khaleeffah/status/2016075877163978900,2026-01-27,"Alhamdulillah Naji dadin ganin wannan post din, tsakanin mu da JAGORA [USER] sai godiya. Allah ne kade ze biyashi abunda yayiwa Al'umma. #Kwankwasiyya4ever [URL]",culture_and_religion,Appreciation for online post,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/EngrShehuMansur/status/2016071995163541696,2026-01-27,"[USER] Shi da yasan halin Nigerians, wa ya aike shi yayi qarya har haka. Illar da ya jawa kansa, ya jawa al'umma tayi komai anan. Duk abinda ya biyo bayan qaryar da ya shirga shi ya ja.",culture_and_religion,Criticizing a person's actions,stereotypes,ethnicity,sensitive,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/aliyoursnaira/status/2016071430186643514,2026-01-27,"Nima ina so na fara make up sbd taimakawa al umma mata [URL]",health,makeup tutorial,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/zarewa_jr/status/2016052851554820590,2026-01-27,"[USER] [USER] Wani cigaban Matsala ne ga al'umma",governance_civic,Community issue,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/HassanGusau2022/status/2016050830701400524,2026-01-27,"[USER] Excellency wannan Rubutu Bai Yi ba. Da Kai da H.E Matawalle da H.E AA Yari duk jagororin Al'umma kuke. Allah ya sawwaqe yakawo mafita asamu dai dai to.",culture_and_religion,Greeting and blessing,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Jameelweb3/status/2016048192555475124,2026-01-27,"Shekara goma kenan $PIVX suna gina wani abu mai ban mamaki, tare da al’umma da ta yi imani da sirri da ’yanci. Muna fara celebrating tun kwanaki goma kafin ranar. Ranar 30 ga watan January nan, mu yi murna tare dukkanmu. Explore it [URL] [USER] [URL]",culture_and_religion,Hausa community celebrating PIVX,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/fatimaaaah__/status/2016047602999955894,2026-01-27,"Masu cewa siyasa bukata ce ta kai kusani duk wanda ya goyi bayan shugaba saboda maslahar kansa bata al'umma ba ko kuma shugaban da ya fifita bukatar kansa bata al'umma,su na cikin mutane 3 da Allah ba zai dubesu ba ranar gobe kiyama. Cigaba da cewa politics is a game of interest",governance_civic,politics and self-interest,public_interest,,sensitive,true
hausa,latin,Nigeria,Katsina,web_public,https://twitter.com/AbduTsauri68666/status/2016040278721749290,2026-01-27,"Bamu da gurin da ya wuce Jihar Katsina ta zauna lafia. Al'umma suyi noma, suyi kiwo tare da yin kasuwancinsu cikin kwanciyar hankali ba tare da fargabar zaa dauke mutum ba. Ko da an samu matsala a lamarin Sulhun da muka kulla za mu ringa bibiya dan ganin an samu daidaito",livelihoods_and_work,Peaceful living in Katsina,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/harunaimam25/status/2016035769521950974,2026-01-27,"Inganta ilimi da bunkasa ilimi sai Wanda yasan darajar ilimi. Tabbas Gwamna Uba Sani ya ciri tuta ,ya tabbatar wa al'umma lallai yasan darajar. Ilimi. LEA Primary School, Gonin Gora LEA Primary School, Baban Dodo Kakuri LEA Primary School, Sultan Bello [URL]",education,Education and learning,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/r_ocziiiiiiii/status/2016682496826450016,2026-01-29,"[USER] maja aure",culture_and_religion,marriage proposal,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/jarrhead15/status/2016662966855233727,2026-01-29,"Kudi sun yi. An sa maka aure sati daya amma ka gama komai a satin nan. Toh yayi",culture_and_religion,Marriage,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/iamhassan81761/status/2016648493046128885,2026-01-28,"Zaka kara aure ne wai [URL]",culture_and_religion,marriage proposal,public_interest,,safe,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/muhdshaheed/status/2016648017932070989,2026-01-28,"Yanzu fi sabilillahi kayi aure before Ramadan ka dawo aiki cikin azumi kaga matan ka haka a kitchen Tana muku Iftar, wallahy Allah neh kadai ze Hana ayi abun kunya [URL]",culture_and_religion,Marriage and Ramadan,public_interest,,sensitive,true
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Abbati33/status/2016643778262577153,2026-01-28,"[USER] Abu Rayyan inaso nayi aure wallahi kamin afara azumi. Atayani da addu'a wallahi nasa Allah zai kawomin hanyar da zanyi. Allah yasani wallahi ina bukatar aure",culture_and_religion,marriage proposal,public_interest,,safe,true
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Zahraddin_b/status/2016639570515816924,2026-01-28,"Idan an sauwaƙa aure sai zina tayi wahala, idan an tsananta aure sai zina tayi sauƙi.",culture_and_religion,Marriage and Adultery,public_interest,,safe,true
