stereotype_category,sentence_id,text,language,script,country,region_dialect,source_type,source_ref,collection_date,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,target_gender,bias_label,explicitness,sentiment_toward_referent,device,qa_status,annotation_date,annotation_time_seconds,document_id,notes,review_notes,collector_id,annotator_id
uncategorized,69b026177547e26ce3a7fa18,""" Kasa dagowa tayi sai hawaye, ya kama hannunta ta mike ta shiga bayi ta wanke bakinta ta fito ta kwanta, ya gyara gun aman ya dawo dakin yana kallon agogo, ya dawo kusa da ita yace tashi mu je asibiti, girgixa masa kai tayi da kyar tace ""No ka kira uncle"" hade rai yayi ya dau hijab dinta yace ""tashi mu je nace"" hawaye cike idonta ta mike xaune ta karba hijab din ta sa, kasa tashi tsaye tayi, hawaye na sakko mata tace ""Baxan iya tashi ba captain"" kallonta yake cike da tausayinta ya durkusa kusa da ita yace ""Ina ke maki ciwo ne?"" Cikinta ta nuna masa, sai kuma ta fashe da kuka ta koma ta kwanta, mikewa yayi ya fita xuwa dakin Humainah, har ta kwanta ya karasa ya kunna bedside lamp ta bude ido da sauri tana kallonsa ta mike xaune tace ""Me ya faru?"" Ya dan shafa kai yace ""Plss asibiti xa ki raka mu in kai yarinyar nan amai take ta yi"" hade rai tayi tace ""Bacci ni xan yi, ka kira mata El-ameen mana"" yace ""No it's late yanxu kar a shiga hakinsa"" wani kallo tayi masa tace ""I see"" ta koma xata kwanta ya rikota ta buge hannunsa tace ""Leave me joor"" rungumeta yayi yace ""Haba wife taimako fa xa kiyi"" turasa ta shiga yi tace ""Ka rabu dani don Allah ni baccina xan yi"" ganin kiss dinta yake son yi tace ""Ohk naji naji, mu je"" murmushi yayi ya saketa ta mike fuskarta daure ta dau hijab har kasa tasa ta fita ya bi bayanta, ba laifi ita ma ta tausaya ma Jasmine don da ganinta kasan tana jin jiki, tana rike da ita suka shiga motar, wani private hospital suka tafi, basu sha wahalan ganin likita ba, likitan na ta kallonsu har ya xaunar da ita sannan shi ma ya xauna, yayi murmushi yace ""Couples?"" Kallonta Junaid yayi da sauri ita ma ta kallesa suka hada ido ta dauke kai, ya dan wara ido yace ""Ohh No!",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,health,Emotional distress and seeking medical help,public_interest,health_status,sensitive,false,mixed,neutral,implicit,,,accepted,2026-03-13T01:07:00.341Z,185,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa23,"Kwamatin harkokin cinikayya, fasa-ƙwauri da shigi-da-fici (The Committee on Trade, Customs and Immigration Matters)",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,"trade, customs, immigration",public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:28:36.503Z,30,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa24,"Cibiyar adana kayan tarihi ta Birtaniya (British Meseum, 2010), ta wallafa cewa, an samu tabbacin zuwan Turawan Portugal yankin Binin, a zamanin sarki Ozolua domin gudanar da cinikayyar barkono, da kuma hauren giwa",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,British Museum and Benin history,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T01:28:53.260Z,47,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa25,"Dukkan sauran jama’ar gidan, sukan je gonar gandu su yi noma, sannan kuma su, mutanen gida, ana ware musu ranar Juma’a da kuma ƙarin wata rana wacce ita take zama ranar kasuwar garin, su riƙa zuwa tasu gonar suna noma wacce ake kiranta da gawaina/gayauna",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,livelihoods_and_work,Hausa community activities,public_interest,,safe,false,neutral,neutral,implicit,,,accepted,2026-03-13T01:29:21.801Z,75,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa26,"[USER] [USER] [USER] Magana banza ney , terrorist ney wawa",hausa,latin,Nigeria,Standard,web_public,https://twitter.com/jayjayehi/status/2016681398971642303,2026-01-29T00:00:00.000Z,culture_and_religion,Negative commentary,hate_or_insult,ethnicity,sensitive,true,male,neutral,implicit,,,accepted,2026-03-13T01:29:37.279Z,91,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa27,Har wa yau akwai nau'ukan ilmi da ake yadawa ta hanyar wayar salula,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,education,digital technology and education,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-04-12T12:50:44.557Z,106,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa28,"Daga nan sai kasidar karshe wadda tazo kan tsarin tunani tsakanin kwakwalwa da zuciya, mai take: ""Tsakanin Kwakwalwa da Zuciya, Wa Ke Samar da Tunani?"" Wannan ita ce kasidar da tafi kowacce shahara, da kuma kima wajen zurfin bincike, da kashe lokaci, da kuma shauki wajen masu karatu",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,education,Hausa academic discourse,specialized_advice,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:30:17.121Z,131,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa29,"Kwana biyu tace xata yi beside yarinyar tafi sabawa da ita kafin ta saba da wata kuma is something else, yau satin su kusan uku tare if am not mistaken"" Junaid bai kuma cewa komai ba, El-ameen yace ""Hurry plss ina son komawa can gidan kafin in tafi clinic"" Junaid yace ""I don't know what to say"" El-ameen yace ""How about khadija, naga u guyz are close"" lkci daya maganganun Hajiya na daxu da safe ya fado masa wai khadija ce tace mata ta gansa da mace a mota, girgixa kai yayi yana murmushi coz yasan khadija won't do that, a hankali yace ""Humainah?"" El-ameen yace ""Baka tunanin xata yi exposing din mu, beside wannan me kukan me ma xata iya yi?"" Junaid yyi murmushi yace ""She won't, matsalar kawai Mumy ce"" El-ameen yace ""Alright, y not make it look as if gidanmu xaka kai ta gun Ummi, daga nan dai xa mu san yanda za muyi"" Junaid yayi shiru sannan yace ""Ohk Allah yasa ta yrda"" mikewa El-ameen yayi yace ""Gud, yanda ku ka yi gobe ka kira ni"" Junaid yace ""Wait, but kasan da wuri nake barin gida ai"" El-ameen yace ""However, just make sure gobe around 12 tana gida na or she shud meet me at the clinic"" Junaid yace ""Wait plss don Allah kamar yaushe kake ganin xata samu lafiya, will it take long?"" El-ameen ya wara ido yace ""Uhn!",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,household_and_care,Casual conversation,public_interest,,safe,false,mixed,neutral,implicit,,,accepted,2026-03-13T04:59:45.423Z,34,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa2a,"""A lokacin ne fa ya shiga ruɗani don rashin madafa ganin cewa ya narka kuɗi ya yi fina-finai da ita, amma dole zai yi asararsu tun ba su fita kasuwa ya mayar da kuɗ ba balle cin riba",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,livelihoods_and_work,financial troubles,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T05:00:39.248Z,87,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0f,1968: Kwamishina a Jahar Kano,Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,1968 Kano region commission,public_interest,,safe,false,unknown,neutral,implicit,,,accepted,2026-03-13T01:04:05.163Z,10,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa07,Musamman ‘yan littattafa,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,reading materials,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:00:58.299Z,1154,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa08,"Don haka duk wanda ya kira ka idan baka sanshi ba, ko yace wani yake nema, ka ce baka sanshi ba",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,household_and_care,Seeking information,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T01:01:58.655Z,1221,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa09,I failed you,Hausa,latin,Nigeria,Unknown,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,culture_and_religion,apology,public_interest,,safe,false,neutral,neutral,implicit,,,accepted,2026-03-13T01:02:13.690Z,1236,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0a,"Bayan haka a wannan karon za mu karkata akalar mu zuwa wani bangare da ya ke hararomu a 'yan kwanakin nan, wannanan bangaran kuwa shi ne na SALLAR IDI!",Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04T00:00:00.000Z,culture_and_religion,Eid prayer,public_interest,,safe,false,neutral,neutral,implicit,,,accepted,2026-03-13T01:02:37.505Z,1260,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0b,"Suratun Nisa'I, aya ta: 103",Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04T00:00:00.000Z,culture_and_religion,Quranic Verse,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:02:50.348Z,1273,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0c,Menene abin yi?,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,question,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:03:05.716Z,1288,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0d,""" A ciki ya ware babi musamman kan tunani, ya kuma kawo wasu daga cikin ayoyin da muka yi bayani kansu a baya",Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04T00:00:00.000Z,culture_and_religion,Thought and memory,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T01:03:22.417Z,1305,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa0e,Yana da wasu jama’a da ke taimaka masa wajen gudanar da wannan sarauta tasa,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,government administration,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T01:03:36.889Z,1319,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9e0,"Da daddare yana kallon wani program khadija ta shigo parlon da sallama ta ajiye masa mug din hannunta, yana kallonta yace ""Meye wannan?"" Tace ""Lipton mana"" yace ""Wa yace ki kawo min?"" Tace ""Ance kace wai in maka"" yace ""Ohk tnx"" mikewa tayi ta fita, ya girgixa kai ya ci gaba da kallonsa, bayan kusan minti talatin yaji kamar motsi a balcony, mikewa yayi ya kashe wutan parlon ya rage na tv kadai ya dawo ya xauna, a hankali aka murda kofar parlon, ya jinginar da kansa jikin kujera idonsa na kan tv, Suhaima ce ta shigo parlon da hijab dinta har kasa, ta tsaya daga bakin kofar tana lekosa, shi dai bai juyo ba har lokacin, cikin sassarfa ta karaso cikin parlon ta na kallonsa tace ""Ya Ahmad?"" Bai tanka ta ba hakan yasa ta d'an yi murmushi ta xauna kusa da shi tace ""Amm dama",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,household_and_care,watching TV and visitors,public_interest,,safe,false,mixed,neutral,implicit,,,accepted,2026-03-12T20:47:46.230Z,242,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa10,"Wani tsari ne ko kintsin hanyar sadarwa da ke cikin ruhin wayar salula da aka tsofa mata, tun ran gini",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,traditional communication channels,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-13T01:04:24.789Z,29,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa11,"C — Da ya ke tarbar sakatariyar, ministan tsaron Najeriya Manjo Janar Bashir Magashi, ya bayyana cewa za a kara ingancin hukumar tsaron sararin samaniyar kasar da fasahar zamani ta hanyar yarjejeniyar aiki da hukumar tsaron sararin saman Amurka don shawo kan matsalar tsaro da ta dabaibaye Najeriya a halin yanzu",Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,governance_civic,national security,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-13T01:04:45.113Z,50,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa12,"Isn't it amazing frnd?"" ko kallonsa junaid bai yi ba, hakan yasa ya hade rai, can ya juya ya fice, jingine ya ganta jikin bango tana bin ko Ina na office din da kallo, tana ganinsa ta fashe da kuka tace ""Tell me where is this plss, ina Usman?",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,culture_and_religion,Personal interaction,public_interest,,sensitive,false,mixed,neutral,implicit,,,accepted,2026-04-12T12:50:51.665Z,73,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa13,Systematic Programming: An Introduction,Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,education,Programming introduction,specialized_advice,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-04-12T12:53:47.861Z,84,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa14,"Embed A Yada Soja na Biyu Ya Fito - 4'38"" by VOA Embed A Yada The code has been copied to your clipboard",Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,media_and_online,Soja na Biyu,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-04-12T12:52:17.842Z,105,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa15,""" Bai rufe baki ba tace ""Toh ka kawo min kayan makarantar sai in dinga xuwa a nan ma"" wani mugun kallo junaid ke mata kafin yace komai ta fashe da kuka sosai tace ""This Aunt is kind, but the other one is otherwise I want to stay here plss captain!"" Me El-ameen xai yi ban da dariya, cikin kuka tace ""Uncle its not funny, I don't like her, I prefer staying here plss"" sakin baki junaid yayi yana kallonta, El-ameen na dariya yace ""Gud nd fyn tafi gun kind aunt din ki"" juyawa tayi da sauri ta nufi kitchen, El-ameen ya kalli Junaid ya d'aga kafada yace ""Ka kawo mata kayan makarantar ta"" wani kallo Junaid yyi masa ya juya ya fice daga parlon",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,household_and_care,child's dislike for relative,stereotypes,age,sensitive,false,mixed,neutral,implicit,,,accepted,2026-03-13T01:05:56.248Z,120,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa16,Don Allah yaya zan yi mu hadu da kai domin ka sa ni a hanya?,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,culture_and_religion,request for meeting,public_interest,,safe,false,mixed,neutral,implicit,,,accepted,2026-03-13T01:06:21.590Z,146,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7fa17,Domin babu wani tsari na boye lambar wanda ya aiko tes a wayar salula,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,media_and_online,mobile phone sender,public_interest,,safe,false,neutral,neutral,implicit,,,accepted,2026-03-13T01:06:42.285Z,167,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b2,"A ranar Litinin 11 ga watan Juli (July) na shekarar 2016, shugaba Muhammadu Buhari ya yi mata muƙamin babbar jami’ar Hukumar Tashoshin Jiragen Ruwa (Director Nigerian Port Authority (NPA)), muƙamin ta ke riƙe da shi daram har zuwa yau ɗin nan (2020)",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,Appointment of NPA Director,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:28:00.014Z,184,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9a9,""" A nan ya san cewa lallai an gama sadarwa",Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,governance_civic,communication completion,public_interest,,safe,false,unknown,neutral,implicit,,,accepted,2026-04-12T12:54:54.403Z,851,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9aa,"""""An sace kayayyakin laturoni daga ofishoshin sanatoci",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,livelihoods_and_work,office supplies,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-04-12T12:53:53.162Z,17,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9ab,"Shekarau Angyu Masa-Ibi, An Autobiography of the 24th Aku-Uka, as Told to Ɗanjuma A",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Autobiography of Aku-Uka,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:25:28.760Z,32,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9ac,Abu na biyu da ya kamata kayi la'akari da shi kuma shi ne mahallin da kake,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,household_and_care,location and attention,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:25:50.408Z,54,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9ad,"Tashi yayi ya tafi sama ya shiga dakinsa, wayarsa ya dauka ya ga mis calls din El-ameen, ya ajiye wayar ya shiga toilet ya dauro alwala ya fito, har xai sauka downstairs sai kuma ya shiga dakin Humainah, ya hade rai yace ""Don ta kawo maki abinci shine laifi har da yi mata tsawa?"" Wani kallo tayi masa tace ""Nayi, kar kuma ta sake xuwa inda nake kaje can ku karata"" tana fadin haka ta fashe da kuka, ya karaso cikin dakin ya xauna kusa da ita yace ""Haka kika ce?"" Mikewa tayi xata bar wajen ya fixgota ta fado kansa, ya dago kanta ya hade goshinsu yace ""Maimaita words din ki"" yana ganin yanda kirjinta ke heaving, ya hade rai sosai yace ""Maimaita nace"" komawa baya take son yi amma ta kasa don ba rikon wasa yayi mata ba, shi kansa ji yayi xuciyarsa na bugawa, rufe ido tayi da kyar tace ""Ni ka rabu dani, bana so",Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,household_and_care,Domestic dispute,stereotypes,gender,sensitive,false,mixed,neutral,implicit,,,accepted,2026-03-12T20:26:04.984Z,69,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9ae,Ka ganta garau,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,livelihoods_and_work,Command,public_interest,,safe,false,unknown,neutral,implicit,,,accepted,2026-03-12T20:26:22.931Z,87,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9af,"Sai dai kuma masana a ɓangaren tattalin arziki irinsu Dakta Shamsuddeen Muhammad suna ganin duk da ɗumbin ƙaruwar da za a samu daga aiwatar da wannan aiki, akwai rashin fa'idarsa",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,livelihoods_and_work,Economic analysis,specialized_advice,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:27:02.181Z,126,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b0,"Saboda haka daga baya sai aka naɗa Adamu Chiroma ya zama sakataren jama’iyya, shi kuma Alhaji Shehu Shagari ya zama ɗantakara",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,Political appointment,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:27:25.335Z,149,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b1,"Duk wanda ya san wannan suna ‘Tanko Yakasai’, a Najeriya da ƙasashen ƙetare, to a fagen fafutikar ƙwatar ‘yanci ya san shi",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,Tanko Yakasai's fame,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:27:43.888Z,167,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9a8,Wannan ya faru ne saboda wayoyin salula na zamanin farko (1st Generation Phones) na amfani ne da layin sadarwa guda daya rak,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,media_and_online,mobile phones,public_interest,,safe,false,nonbinary,neutral,implicit,,,accepted,2026-03-12T20:24:05.924Z,832,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b3,"Duk da yake bayaninsa bai fayyace abubuwa a fili ba, sai dai ya nunar da cewa da Amurka za su iya samar da allurar riga-kafi mai inganci, da cutar ba ta fantsama a kasar sosai kamar yadda ake gani yanzu ba",Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,media_and_online,Hausa commentary on US abilities,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:28:15.093Z,199,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b4,"Babbar manufarsa ita ce ƙara kusanta mulki zuwa ga jama’a da kuma kusanto da jama’a zuwa ga mulki, da kuma bayar da dama ga jama’a su bada tasu gudunmawar domin kawo ci gaba",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,governance_civic,Government and public affairs,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:28:32.632Z,216,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b5,"Haka nan, Okpeh da Ochefu (babu lokacin bugu) sun ambata cewa tarihi ya tabbatar da samuwar wata daula mai suna Kwararrafa a arewa da kogin Binuwai",Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,culture_and_religion,History of a region,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-03-12T20:28:53.383Z,237,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b6,An kawo mana wani kwamanda yanzu haka yana kwance ana kara masa ruwa,Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,governance_civic,Requesting a commander,public_interest,,safe,false,male,neutral,implicit,,,accepted,2026-04-12T12:52:08.577Z,253,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
uncategorized,69b026177547e26ce3a7f9b7,"[USER] Ni kwailar budurwa tace tayi tafiya muna waya nake tambayanta yaushe zata dawo ? Tace sai mamansu ta haihu, nace tana dacikine ta amsa min da ehh nace mata ya akayi haka ,tacemin ah baka sani ba? Nan fa na dawo seti na tuna da layi na saka",hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Avpdeal/status/2015538488024723467,2026-01-25T00:00:00.000Z,household_and_care,Conversing about a person's return,public_interest,,safe,true,female,derogation,implicit,,,accepted,2026-03-12T20:29:42.233Z,286,6600e6a0-70b9-4604-9978-556e5e149ba4,,,69b025707547e26ce3a7f89d,69b025707547e26ce3a7f89d
