language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Jacob Zuma South Africa: O ṣubu lasiko to fẹẹ gun ori itage lati sọrọ ni 2015.",governance_civic,Jacob Zuma's resignation,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Oríṣun àwòrán, Anadolu via Getty Images Ileeṣẹ aarẹ Naijiria ti sọ pe ṣaka lara Aarẹ Bola Tinubu da lẹyin ti aarẹ yọ ṣubu niluu Ankara lasiko to n ṣabẹwo si orilẹede Turkey lọjọ Iṣẹgun ọjọ kẹtadinlọgbọn oṣu Kinni ọdun yii.",governance_civic,President of Nigeria's response to President Tinubu's visit to Turkey,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Fidio kan to lu ori ayelujara pa ṣafihan bi Aarẹ Tinubu ṣe yọ ṣubu nigba to n rin lọ pẹlu Aarẹ Tayyip Erdoan orilẹede Turkey lasiko ayẹyẹ ikini kaabọ ti wọn ṣe fun un.",governance_civic,President Tinubu's fall,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Ọpọ ọmọ Naijiria lo ti n kọminu lori ilera aarẹ lẹyin to tun yọ ṣubu ni Turkey.",health,Health of the President,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Amọ, oludamọran aarẹ lori eto iroyin, Bayo Onanuga, ti ṣalaye pe koko lara Tinubu le bi ọta.",governance_civic,political commentary,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Onanuga ṣalaye pe Aarẹ Tinubu ṣadeede tẹ nnkan mọlẹ lo jẹ ko yọ ṣubu.",governance_civic,Political announcement,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"''Aarẹ ṣee si tẹ nnkan mọlẹ ni lo jẹ ki o yọ, nnkan to ṣẹlẹ kii ṣe ohun to lagbara rara.",culture_and_religion,Acceptance of events,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Bi aarẹ ṣe yọ kii ṣe tuntun, ayafi awọn to ba fẹ fikun nnkan to ṣẹlẹ loku.",culture_and_religion,Yoruba proverb or saying,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Tinubu kan yọ ni, a dupẹ lọwọ Ọlọrun wi pe ko ṣubu,'' Onanuga ṣalaye Oludamọran aarẹ ni Tinubu ko ni ipalara kankan, o si tẹsiwaju pẹlu eto to lọ ṣe lorilẹede Turkey.",governance_civic,Tinubu's health and activities,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Awọn alabaṣiṣẹpọ aarẹ to kọwọọ rin pẹlu rẹ lọ si orilẹede Turkey ti sọ pe nnkan to ṣẹlẹ ko ni ipa ti ko dara lori eto ti aarẹ ba lọ si Turkey.",governance_civic,Politics and diplomacy,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Wọn ni Tinubu ti ṣe oniruuru ipade pẹlu ijọba orilẹede Turkey eyi ti yoo jẹ ki ibaṣepọ laarin Naijiria ati Turkey tun gbopan si i.",governance_civic,Political meeting,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c9dv32jqv4no,2026-01-28,"Awọn oludamọran aarẹ tun sọ pe awọn ipade ti aarẹ n ṣe pẹlu ijọba Turkey yoo tun jẹ ki ọrọ aje Naijiria gberu si i.",governance_civic,President's meetings with Turkey government,public_interest,,safe,true
yoruba,latin,Nigeria,Lagos,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Oríṣun àwòrán, Babajide Kosoko Idile Ọba Kosoko, Kosoko Royal Family, ti kede agba oṣere tiata, Ọmọọba Jide Kosoko, gẹgẹ bii ọmọ oye Oloja ti ilu Eko.",culture_and_religion,Kosoko royal family,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Jide Kosoko funra rẹ lo fidi iroyin naa mulẹ fun BBC Yoruba ninu ifọrọwerọ kan amọ o ni oun ko tii le sọrọ pupọ nipa rẹ bayiii titi di igba ti awọn mọlẹbi yii kede ọjọ iwuye.",media_and_online,Jide Kosoko media interview,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Aga oye naa lo ṣofo lẹyin iku Oloye Adebola Ige to waye lọjọ kẹtalelogun, oṣu Kejila, ọdun 2017.",culture_and_religion,Oloye Adebola Ige's death,public_interest,,safe,true
yoruba,latin,Nigeria,Lagos,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Agba oṣere naa ni olori ẹbi Kosoko, Mutiat Ali-Balogun kede, to si fa ọwọ rẹ soke nibi ipade ẹbi wọn to waye lagbegbe Lagos Island, niluu Eko.",culture_and_religion,Yoruba family leader,public_interest,,safe,true
yoruba,latin,Nigeria,Lagos,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Igbesẹ lati kede Jide Kosoko yii lo waye lẹyin ti ẹbi Akinsanya Olojo, to jẹ ọkan lara idi mọlẹbi Ọba Kosoko rọ gomina Babjide Sanwo-Olu ko yan Abiola Olojo-Kosoko gẹgẹ bii Oloja ilu Eko.",governance_civic,Appointment of Oloja in Lagos,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Ninu oṣu Kejila, ọdun 2025, ileeṣẹ iroyin abẹle Punch jabọ pe mọlẹbi sọ pe ọgbẹni Abiola lawọn yan lọjọ kejila, oṣu Kejila, ọdun 2020 amọ wọn ko ṣe iwuye rẹ fun odidi ọdun mẹrin gbako.",media_and_online,Abiola's election,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Ẹbẹ naa lo wa ninu atẹjade kan si gomina, ti wọn tun fi ṣọwọ si awọn eeyan pataki ni ijọba bii adajọ agba ipinlẹ naa, akọwe ijọba, kọmiṣọna fun ọrọ ijọba ibilẹ ati oye jijẹ, olori idile Kosoko, atawọn mii.",governance_civic,Government petition,public_interest,,safe,true
yoruba,latin,Nigeria,Lagos,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Akọwe idile Akinsanya Olojo-Kosoko, Theophilus Olojo-Kosoko, sọ pe mọlẹbi naa ti kọ lẹta kan lọjọ kejidinlọgbọn, oṣu Kọkanla, ọdun 2025, wọn si ti fi ṣọwọ si awọn ti ọrọ kan lati ṣiṣẹ lori rẹ.",education,letter writing,public_interest,,safe,true
yoruba,latin,Nigeria,Ekiti,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"End of Èyítí A  Kà Jùlọ Nigba to n ba BBC Yoruba sọrọ, oṣere naa sọ pe ọjọ iwuye loun n duro de bayii fun awọn mọlẹbi lati kede.",media_and_online,BBC Yoruba interview,public_interest,,safe,true
yoruba,latin,Nigeria,Lagos,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Gẹgẹ bii ohun ti a gbọ, Ọba ilu Eko, Ọba Rilwanu Akiolu, ni yoo ja ewe oye le Jide Kosoko lori gẹgẹ bii aṣa ilẹ naa ati bi wọn ṣe maa n ṣe e lati igba iwasẹ.",culture_and_religion,Yoruba traditional practices,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Kosoko, to kẹkọọ nipa owo ṣiṣẹ nile ẹkọ Yaba College of Technology ipinlẹ Eko bẹrẹ iṣẹ tiata lọdun 1974 ninu ere Maknjuola ti wọn gbe jade lori ẹrọ amohunmaworan lọdun naa lọhun.",culture_and_religion,Yoruba theater,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"O ti kopa ninu oriṣiriṣi iṣẹ tiata ni ede Yoruba ati ni ede Gẹẹsi ni Naijiria.",livelihoods_and_work,work and language,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/c8x9w05jv4wo,2026-01-28,"Jide Kosoko jẹ ọkan lara awọn oṣere ti irawọ wọn tan julọ nidi iṣẹ tiata ni Naijiria, ati ọkan lara awọn ti araye bu iyi fun julọ nidi iṣẹ ọhun.",culture_and_religion,Yoruba actors,public_interest,,safe,true
yoruba,latin,Nigeria,Ijebu,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Dapo Abiodun FacebookOthers Latari ati jẹ ọkan lara awọn igbimọ afọbajẹ to n ri si iyansipo Awujalẹ tuntun niluu Ijebu-Ode, ipinlẹ Ogun, awọn ẹgbẹ Osugbo ti rọ Gomina Dapo Abiodun lati jẹ ki awọn naa wa ninu igbimọ afọbajẹ.",governance_civic,Appointment of Awujale Council,public_interest,,safe,true
yoruba,latin,Nigeria,Ijebu,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Oluwo Osugbo niluu Ijebu-Ode, Omobolanle Bakare, fi aidunnu rẹ han si bi Osugbo ko ṣe si ninu igbimọ afọbajẹ ti yoo yan Awujalẹ.",culture_and_religion,Osugbo leadership,public_interest,,safe,true
yoruba,latin,Nigeria,Ijebu,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Oluwo Osugbo sọrọ yii lọjọ Iṣẹgun ana, ọjọ kẹtadinlọgbọn, oṣu Kin-in-ni ọdun 2026, nibi ipade ẹgbẹ naa ti wọn ṣe niluu Ijebu-Ode.",culture_and_religion,Yoruba cultural event,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"O ni ko yẹ ko jẹ awọn eeyan kọọkan ti ko si ayẹwo kikun nipa wọn ni yoo maa ri si iyansipo Awujalẹ tuntun.",governance_civic,new Awujalẹ appointment,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Bakan naa lo ni ofin ọdun 1957 nipa yiyan eeyan sipo abalaye lo gbe Osugbo si ipo kẹta, ko si yipada.",governance_civic,1957 law on chieftaincy election,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Ni itẹsiwaju ọrọ rẹ, Oluwo Osugbo ṣalaye pe o daa bi ijọba Dapo Abiodun ṣe paṣẹ pe ki wọn dawọ igbesẹ iyansipo Awujalẹ duro na.",governance_civic,Government directive,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Bakare sọ pe pẹlu bi awọn kan ṣe dide si ọrọ naa nigba to n lọ lọwọ, o ṣee ṣe ko di ariwo bijọba ko ba tete da a duro bẹẹ.",governance_civic,Confrontation with authority,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"O fi kun un pe kijọba tun ṣewadii iru awọn eeyan ti yoo di igbimọ afọbajẹ naa mu, nitori ọrọ pe wọn n fi owo tan awọn afọbajẹ kan jẹ ko ba ma ṣẹlẹ to ba ṣe pe awọn ti eeyan le fi ọwọ sọya nipa wọn lo wa ni igbimọ naa.",governance_civic,political corruption,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"End of Èyítí A  Kà Jùlọ ""Mo fẹ kijọba ṣewadii iru awọn eeyan ti yoo wa nigbimọ afọbajẹ.",governance_civic,Political leadership,public_interest,,safe,true
yoruba,latin,Nigeria,Ijebu,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"Wọn ko gbọdọ yan ẹnikẹni lasan, awọn eeyan to jẹ ọmọluabi ni ki wọn yan."" Nigba to n tẹsiwjau lori ki wọn yan Osugbo kun igbimọ afọbajẹ, o rọ ijọba Ogun lati ranti pe ofin oye jijẹ ọdun 1957 fi han pe lara igbimọ afọbajẹ ni Oluwo Osugbo Ijebu-Ode.",governance_civic,Political selection process,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"""Ni 1957, ipo kẹta ni wọn fi Osugbo si.",culture_and_religion,historical event,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"A ti kọwe sijọba lati ri i pe awa naa wa lara awọn afọbajẹ.",governance_civic,Political appointment,public_interest,,safe,true
yoruba,latin,Nigeria,Ijebu,web_public,https://www.bbc.com/yoruba/articles/cvgjz5yre92o,2026-01-28,"""Ofin ti da Oluwo Ijebu-Ode mọ bii ara igbimọ naa, ṣugbọn ko dun mọ awọn kan, tori ẹ la ṣe ta ko o."" Bẹẹ ni Oluwo Osugbo Ijebu-Ode, Omobolanle Bakare, ṣalaye.",culture_and_religion,Oluwo and Ijebu-Ode council,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oríṣun àwòrán, the cable Ọba Yesufu Oloyede Asanikẹ ni Olubadan kẹtadinlogoji to jẹ niluu Ibadan.",governance_civic,Prominent Ibadan leader,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Idile Asanikẹ ni adugbo Idi-Aro lo ti wa.",household_and_care,community location,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Gbajumọ oniṣowoo koko ni Ọba Asanikẹ.",culture_and_religion,Oba Asanikẹ,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Lati ọdun 1947 si lo ti n dari ilu lẹyin ti wọn fi jẹ Mọgaji agboole Asanikẹ.",culture_and_religion,Historical event,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Lọdun 1957, Oloyede asanikẹ di oloye laafin Olubadan, nigba ti Ọba I.B Akinyẹle fi joye.",culture_and_religion,Yoruba royal title,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Diẹdiẹ si lo gun akasọ oye, titi to fi di Olubadan ni ọjọ kẹrin, oṣu Keji, ọdun 1983.",culture_and_religion,Installation of Olubadan,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ọdun mẹwaa ni Asanikẹ lo lori oye Olubadan.",governance_civic,Yoruba leadership,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ọpọlọpọ si ni ko gbagbọ pe yoo lo to iye ọdun naa, nitori pe o ti di arugbo kujọ-kujọ ko to o jẹ ọba.",culture_and_religion,Old age and leadership,public_interest,age,sensitive,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Sugbọn lai fi ti ọjọ ori ati ipo ilera rẹ ṣe, itan sọ pe ọba to kun fun ọgbọn, imọ, igboya, iwoye, ati alawada ni.",culture_and_religion,Oba's wisdom and character,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"End of Èyítí A  Kà Jùlọ Bakan naa lo jẹ pe kii rẹrin, ti kii si bẹru lati sọrọ.",education,End of a reading,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Lara awọn 'ọrọ akin' ti itan sọ pe Asanikẹ sọ ni asiko ti aarẹ ologun, oloogbe Sani Abacha ṣe abẹwo si aafin rẹ.",governance_civic,Historical event,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oríṣun àwòrán, FacebookHrh Oba Yesufu Oloyede-Asanike I Eeyan nla, to ga, to sigbọnlẹ, ti oju rẹ n yọ ina, ni kabiesi n reti, amọ iyalẹnu lo jẹ fun lati ri pe Abacha ko ri bẹẹ.",culture_and_religion,Prominent Yoruba person,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Asanikẹ ko le pa iyalẹnu rẹ mọra, lo ba dahun pe ""Abacha, a so o ju bayi lọ!'' Abacha paapaa bu si ẹrin.",culture_and_religion,Abacha, a so o ju bayi lọ,stereotypes,,sensitive,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ẹru ẹnikẹni kii ba a, to fi mọ awọn ọmọ ologun.",governance_civic,Military,specialized_advice,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Koda, gomina ologun kan fi ẹsun kan-an pe saara lo n fi òyè ṣe nilu Ibadan.",governance_civic,Political leader,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Inu bi Asanikẹ debi pe pẹlu ibinu lo fi sọ pe ki gomina naa ko gbe ẹnu rẹ dakẹ.",governance_civic,Anger and government,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"O ni ""ọba ni gomina laaye rẹ, ọba ni emi naa laaye mi.",governance_civic,Rulership and authority,public_interest,,safe,true
yoruba,latin,Nigeria,Egba,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ọrọ naa waye lẹyin ti Ọba Asanikẹ fi M.K.O Abiola, to jẹ ọmọ bibi ilẹ Ẹgba, jẹ oye Bashorun ilẹ Ibadan.",culture_and_religion,Yoruba royal title,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oríṣun àwòrán, FacebookHrh Oba Yesufu Oloyede-Asanike I Ọpọlọpọ ọmọ bibi ilẹ Ibadan lo binu si ifinijoye naa, nitori wọn gbagbọ pe ọmọ ilu nikan ni oye naa tọ si.",media_and_online,Oríṣun àwòrán, Facebook,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Itan sọ pe Ọba Asanikẹ ni Olubadan to fi eeyan joye ju lọ, lai fi ẹya ti ẹni naa ti wa ṣe ni Naijiria.",governance_civic,Olubadan appointment,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Awọn kan ti ẹ gbagbọ pe o ma n ta oye fun ẹnikẹni to ba ti le san owo fun.",livelihoods_and_work,Business transaction,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oye Baba Laje ilu Ibadan ni Ọba Yesufu Asanikẹ fi jẹ.",culture_and_religion,Oba title and identity,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Lori ọrọ ifinijoye yii naa, itan sọ pe awọn oloye rẹ kan ti inu n bi ko ara wọn jọ lẹyin ija kabiesi ati gomina ologun naa.",governance_civic,Oloye conflict,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Wọn lọ si aafin Asanikẹ, wọn si sọ fun pe ko si oye kankan mọ ninu akọsilẹ lati fun ẹnikẹni.",culture_and_religion,Visit to Asanike's palace,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Lọdun 1983, laipẹ si igba to jẹ ọba ni eto idibo waye.",governance_civic,Yoruba electoral politics,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ija oṣelu si waye laarin gomina to wa ni ipo, Oloogbe Bola Ige ti ẹgbẹ oṣelu UPN, ati oludije ẹgbk oṣelu NPN, Dokita Ọmọlolu Olunlọyọ.",governance_civic,Political dispute between governors,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Olunlọyọ lo wọle, botilẹ jẹ pe awọn eeyan fi ẹsun kan pe magomago waye ninu idibo naa.",governance_civic,election fraud allegations,misinformation,,sensitive,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ọrọ naa di ti ile ẹjọ.",governance_civic,court case,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Asanikẹ paapa lọ si iwaju igbimọ to n gbọ ẹsun idibo naa lati ṣe atilẹyin fun Olunlọyọ to jẹ ọmọ ilu Ibadan.",governance_civic,Attending electoral meeting,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Gbangba lo ti sọ pe ""ọmọ wa ni, ẹ jẹ o se"", lai fi ṣe pe ilu Ibadan ni Bọla Ige gbe dagba, to ti n ṣe iṣẹ amofin, to tun fẹ ọmọ ilu Ibadan ni iyawo.",livelihoods_and_work,marriage and work,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Ọkan lara awọn iṣẹlẹ to tun jẹ manigbagbe lasiko ti Ọba Oloyede Asanikẹ wa nipo ni asiko ti awọn adigunjale kan wọ aafin rẹ, ti wọn si yọ awọn taya ati ẹya ara ọkọ lara awọn ọkọ ayọkẹlẹ Olubadan.",governance_civic,Oba Oloyede Asanikẹ incident,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oríṣun àwòrán, Facebook Hrh Oba Yesufu Oloyede-Asanike I Kiakia ni ọwọ awọn oṣiṣẹ alaabo l'aafin tẹ digunjale yii.",media_and_online,Facebook post about traditional ruler,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Pẹlu idinnu ati iwuri si ni awọn oṣiṣẹ alaabo naa fi ko awọn ole lọ siwaju kabiesi lati fi han pe awọn ṣe iṣẹ takun-takun.",livelihoods_and_work,Catching thieves,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Amọ, iyalẹnu lo jẹ nigba ti Kabiesi tu awọn ole naa silẹ, to si fun awọn alaabo ni esi pe ""mi o ran yin pe kẹ ẹ sọ mọto, iyawo mi ni mo ni ẹ sọ"".",governance_civic,Dismissing thieves, pleading with spouse,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Itan sọ pe Ọba Asanikẹ ko fi inu tan ọkan lara awọn olori rẹ to fẹra, eyi si lo mu ko gba awọn ẹsọ alaabo lati ma a tẹle kiri.",governance_civic,Oba's decision regarding his advisor,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Gẹẹgẹ lo ma n gbe awọn obinrin.",culture_and_religion,Women's lifestyle,public_interest,gender,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Iṣẹlẹ manigbagbe mii tun ni lasiko ti awọn ọmọ ilẹ Afrika kan to tun jẹ ọmọ ilẹ America ṣe abẹwo si aafin rẹ.",culture_and_religion,Visiting the palace,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Gẹgẹ bi iṣe rẹ, Olubadan tun ta omi oge si arẹwa obinrin kan nipa si sọ pe ""Oo le lọ"".",culture_and_religion,Olubadan's actions,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Itan sọ pe ẹru ba ọmọbinrin naa to ro pe Kabiesi ti fi ofin mu oun ni.",culture_and_religion,Tradition and custom,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oríṣun àwòrán, FacebookHrh Oba Yesufu Oloyede-Asanike I Kia lo fi igbe ta, ki Kabiesi fun'ra rẹ to o mọ pe awada ti oun ṣe ti l'agbara ju.",culture_and_religion,Facebook, traditional ruler,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"O tọrọ aforiji, o si sọ fun un pe ""mo fi n ba ọ sie ni"".",culture_and_religion,Plea for forgiveness,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Yatọ si awọn nkan wọn yii, Ọba Asanikẹ ni Olubadan akọkọ to gbe ninu aafin igbalode ni Ọja Ọba, nilu Ibadan.",culture_and_religion,Olubadan of Ibadan,public_interest,,safe,true
yoruba,latin,Nigeria,Oyo,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"Oba Asanke lo ipo rẹ lati wa ilọsiwaju ilẹ Ibadan ati awọn ọmọ ilu.",governance_civic,political leader,public_interest,,safe,true
yoruba,latin,Nigeria,Standard,web_public,https://www.bbc.com/yoruba/articles/czej2zdxkdro,2026-01-28,"O pese iranwọ fun awọn to fẹ ẹ wọ ileewe giga, ati awọn to n wa iṣẹ lara wọn.",education,education and employment,public_interest,,safe,true
