language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Sadiya Garba Yakasai, Kano: Muna mutukar son taimakon gwamnati ta san da mu marubuta, ta rinka tallafa mana, kuma muna bukatar manyan marubuta irin ku kuna yi mana gyara da sa mu a hanyar da za mu inganta rubutunmu, mu ma duniya ta san da mu, idan rubutu ba inganci tamkar shan shayi ne ba madara ko sukari",governance_civic,request for government support,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ina son na ga ana yi mana gyara, ana kula da abin da muke yi, saboda ita rayuwa in har ba ka da mafadi, to, ba za ka ga da kyau ba, ina jin ciwon yadda manyan marubuta irin ku kuka bar mu kara zube babu mai sa mu ko hana mu, muna bukatar tallafin ku don bunkasa harkar",livelihoods_and_work,request for assistance,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Alawiyya Wada Isa, Kano: Muna bukatar jagora na gari wanda zai tsaya mana a kan al’amuranmu, da kuma tallafawar gwamnati",governance_civic,Community leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Nazir Adama Saleh, Kano: Taimakon da muke bukata shi ne, mu sami hanyar da za ake yi mana dab'i mai inganci, sannan muna bukatar kara samun karfin gwiwa da kuma kauna daga gwamnati, ba tsangwama ba",governance_civic,Seeking government support,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"” Bilkisu Yusuf Ali, Kano: Muna bukatar samun shugabanni tsayayyu da shigowar hukuma inda za ake hukunta wanda ya karya doka, kuma muna bukatar a sami wani ko kungiya ko kuma kamfani karbabbe wanda zai zama yana duba littafi wanda kuma in ya duban littafn zai sami yarda gun kowa, har malaman jami’a, sannan muna son littattafan ake nazarin su a matakinkaratu kowane",governance_civic,Call for good governance,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Rahma Abdul Majid, Minna: Bukatata ita ce a fahimci sakona",education,Understanding information,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Umma Adamu Hadeja, Jigawa: Tallafin da marubuci ke bukata a wajen masu kudi da gwamnati shi ne jari da agaji da bashi",livelihoods_and_work,Funding for writing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Sai kuma ingantaccen aiki da rikon amana da cika alkawari daga ma'aikatan madaba'a,livelihoods_and_work,work and trust,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,” Aminu Abubakar Ladan (ALA): Muna bukatar goyon bayan hukuma da mazhabobin ilimi,education,Education support,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Adamun Adamawa, Bauchi: Tallafin yada rubutun da yayata shi, shi ne bukatata",education,Adamawa and Bauchi education,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Jamila Adamu Yaro, Bauchi: Gudummawar da nake bukata ta kudi ce (hahaha)",livelihoods_and_work,financial assistance,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Balaraba Ramat Yakubu, Kano: Ina bukatar taimako ta kowace hanya a kan rubutu, kudi don buga littafin, ko kayan aikin bugawa, kuma hukumar ilmi ta tallafa ta sa littattafan a manhajar karatu don mu fadakar da yaranmu” Rabi Talle Maifata, Kano: Gangamin wayar da kan marubuta daga lokaci zuwa lokaci",education,Writing and publishing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Iyaye su gane ba tarbiyyar yara muke batawa ba,education,parenting,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Su karanta littafinmu kafin su yi hukunci a kanmu,education,reading textbooks,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"A sanya littattafanmu a manhaja domin kada a manta da al’adunmu, amma littattafan da suke sun danganci hakan",culture_and_religion,Hausa cultural preservation,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Lubabatu Ya’u Babura, Kano: Hakika marubuta suna neman dauki ta hanyar a taimaka musu da kudade ko da rance ne don farfado da harkar rubutu, kuma yana da kyau a ce gwamnati ta samar da injinan dab'i ingantattu",livelihoods_and_work,writers seeking financial support,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Sannan a yi kokarin wayar wa da marubutanmu kai ta yadda marubuci zai bazama ya karo ilimi,education,Education and learning,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Inganta shawarwari a tsakaninmu don kamo bakin zaren a kan abin da ya tabarbara harkar kasuwar littafi,livelihoods_and_work,book market,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Samar da wani fili a yanar gizo (internet) domin tallata hajar fasahar rubutun zube,media_and_online,internet usage,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kana manyan marubutan da suka fara kawo salon rubutun da a yanzu aka fi raja'a a kan sa, su rinka jan mu kananan marubuta suna dada tunasar da mu irin nauyin da yake kan marubuci",education,Encouraging young writers,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Da darfafa gwiwar su ringa zurfafa tunaninsu ta hanyar zakulo matsalolin da suka addabi al'umma a rinka rubutu a kai, ba wai sai na soyayya ba",culture_and_religion,Analyzing one's thoughts,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Manyan namu kuwa su ne irin su Dr,culture_and_religion,prominent people,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,Yusif Adamu da Ado Ahmad Gidan Dabino da Bala Anas babinlata da Hajiya Balaraba Ramat da sauransu,culture_and_religion,people names,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Abu na gaba kuma shi ne sama wa marubuta kariya wajen yada manufofinsu,media_and_online,Content moderation,public_interest,,safe,false,
Hausa,latin,Nigeria,Katsina,web_public,https://gidandabino.blogspot.com/,2026-03-04,"” Sa’adatu Saminu Kankiya, Katsina: Taimakon da nake ganin muna bukata shi ne, na farko hadin kan mu marubuta, sai kuma samun jagoranci nagari da kuma tallafi daga hukumomi da kunguyoyi ta yadda za mu iya tsayawa da kafafuwanmu, ba tare da mun dogara ga ‘yan kasuwa ba",livelihoods_and_work,Taimakon da bukata,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kusan wannan ita ce babbar matsalar marubuta a wannan lokacin, saboda har yanzu ban taba jin wata kungiya ko hukuma da ta taba ba da tallafi ga sana'armu ba",livelihoods_and_work,writing challenges,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Tun da mun ji bayanai daga bakin marubuta ta hanyar rubutaccen sakon wayar hannu (SMS), ya kamata kuma a ji ta bakin zabiyar, wato shi mai rubuta wannan takardar, domin kila shi ma yana da nasa ra’ayin, wanda tun a farkon wannan takarda ya fara furtawa a cikin gabatarwarsa ta wannan takarda",media_and_online,Hausa text analysis,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ga ra’ayin mai gabatar da wannan takarda kamar haka: Ni ina rubutu ne saboda ya zama jinin jikina kuma ya zama abokin rayuwata, wanda babu garin Allah da zai waye ban yi rubutu ba ko kuma na duba na wani na yi gyara ko ba da shawara ba, tun da ya zama aikina kuma sana’ata, ba ni da wani aiki da ya wuce rubutu da wallafa",livelihoods_and_work,writing and work,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Gudummawar da ake bukata a harkar rubuta, akwai batun tsayayyiyar kungiyar marubuta wadda za ta kare hakkokinsu da nema musu daraja da kima a idon duniya",culture_and_religion,Writers' association,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kungiyar da za ta dinga kimanta harshen gida fiye da bakon harshe, wadda za ta dinga nema wa marubuta hanyoyin samun tallafi na sana’arsu, a wajen gwamnati ko masu hannu da shuni ko sha’awar rubutu ko kungiyoyi masu zaman kansu ko bankuna, a cikin gida da wajen Nijeriya, don bunkasa hanyoyin rubuce-rubuce musamman na Hausa",education,Hausa language development,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Wadda za ta nemo hanyoyin sanya gasanni don zaburar da marubuta su yi rubuce-rubuce masu inganci da nagarta da shirya taruka don kara musu sani da koyar da su dabaru na harkokin rubutu,education,writing and publishing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Mun ji ra’ayoyin masu ruwa da tsaki na ma’aikatar rubuta da wallafa, game da abubuwan da suka sa su suka tsunduma cikin rubuce-rubuce da kuma ire-iren gudummawa da suke bukata don bunkasa wannan sana’a tasu ta rubutu da wallafa",media_and_online,opinions about publishing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"A duba kasa an takaita wadannan ra’ayoyi zuwa kasha hudu, kuma za a ga isar da sakon fadakarwa shi ne a kan gaba a zukatan marubuta daga nan sai girmama harshe da yada al’ada sannan batun neman kudi da a sha’awa su ne suke kafada da kafada da juna",culture_and_religion,"Hausa language, literature, and cultural practices",public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"In muka dawo kuma batun irin gudummawar da narubuta suke bukata za mu ga cewa batun samun tallafi daga gwamnati da hukumomi ne ya baibaiye wannan faifai na bayyana ra’ayi ko kididdiga sai kuma batun samun jagoranci yake biye masa sannan batun dillanci da dab’I ya zo na uku, sai abu na hudu batun kudI, wato taimako ko aro ko jari",media_and_online,Challenges faced by Hausa writers,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Kila yanzu daga wadannan bayanai da aka samu an gane ko kuma an soma gane su wane ne marubutan Hausa kuma don me suke rubutu, amma na san wasu a da can kafin su ji ta bakinsu suna ba su wata fassara ta daban, wato kila a ce don neman kudi ko bata tarbiyya suke yi, amma kila wadannan bayanai da aka ji daga gare su zai sa wasu su sauya tunani game da marubutan Hausa musamman na adabin zamani",media_and_online,Hausa authors and writing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Masu iya magana suna cewa, hange ba ya kawo nesa kusa, kuma ba ka gane mutum kila sai ka zauna da shi ko ka ji kalamansa",culture_and_religion,Observing people,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"A cikin watan Nuwamba na shekarar 2004, Shaihin Malami, Farfesa Graham Furniss ya ziyarci jihar Kano a Nijeriya daga London don ya yi hira da wasu marubuta na adabin zamani inda ya tattauna da su ya ji ra’ayoyinsu da kuma dalilan fara yin rubuce-rubucensu, wannan kuma ya sa ya gabatar da takarda wadda za a buga a cikin: Research in African literatures Vol",education,Academic visit,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Takardar tana da shafuka sama da ashirin, kacokan ya mayar da hankali ne a kan wasu daga cikin ‘ya’yan kungiyar marubuta ta Raina Kama, kamar Badamasi Shaaibu Birji da Alkhamis D",culture_and_religion,Hausa literature and writers,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Bature da Amina Abdu Na’inna da Dan’azumi Baba da Balaraba Ramat da kuma Ado Ahmaad,culture_and_religion,Names of people,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Wadannan mutane sun yi dogayen bayanai game da dalilai da manufofin yin rubutunsu da kuma matsaloli da suke fuskanta a wancan lokaci, yau kimanin sheakara takwas kenan, kum har yanzu wasu daga cikin matsalolin da suka bayyana ba su sauya ba sai ma karuwa da suka yi",education,Writing and its challenges,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Ga wadanda Allah ya sa suka karanta wannan takarda za su ga cikakkun bayanai Kammalawa An yi kokarin bayyana ra’ayoyin wasu daga cikin marubuta maza da mata daga jihohin Katsina da Kano da Kaduna da Bauchi da Neja da Jigawa maa hudu mata goma sha uku, wadanda suka bayyana dalilan da suka sa suka shiga farfajiyar rubuta littattafai da kuma ire-iren gudummawar da suke bukata don inganta wannan sana’a tasu ta rubutu da kuma neman a samar da wata hadaddiyar kungiya ta marubuta harsunan gida musamman ma Hausa don ta dinga samar wa da marubuta hanyoyin da a su inganta ayyukansu da sama musu tallafi da kara musu ilmi a bisa wannan sana’a",education,Hausa literature and writing,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Manazarta Furniss, Graham da Adamu A",culture_and_religion,people's names,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"U (2012) “Go by Appearances at Your Peril”: The Raina Kama Writers’ Association in Kano, Nigeria, Carving out a Place for the “Popular” in the Hausa Literary Landscape” Research in African literatures Vol",culture_and_religion,Hausa literary association,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidandabino.blogspot.com/,2026-03-04,"4, 2012 (forthcoming) Sakonnin Wayar Hannu (SMS) da Aka Samu Daga Marubuta Don Amsa Tambayoyin da Aka yi Musu: Nazir Adama Saleh, Kano, ranar 10/11/2012, karfe 4",media_and_online,SMS messages from writers,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,20 na yamma,culture_and_religion,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,23 na yamma,household_and_care,time of day,public_interest,,safe,false,
Hausa,latin,Nigeria,Katsina,web_public,https://gidandabino.blogspot.com/,2026-03-04,"Sa’adatu Saminu Kankiya, Katsina, 26/11/2012, 10",household_and_care,Personal information,public_interest,age,sensitive,false,
